episode,status,runtime,reward,collisions_agent,collisions_obs,success
17201,Success,32168.53,-0.072,0,0,1
17202,Obstacle Collision,32170.31,-1.3,0,1,0
17203,Obstacle Collision,32171.84,-1.122,0,1,0
17204,Success,32174.93,-0.089,0,0,1
17205,Agent Collision,32176.87,-3.478,1,0,0
17206,Obstacle Collision,32178.08,-2.056,0,1,0
17207,Success,32179.3,-0.033,0,0,1
17208,Success,32181.92,-0.1,0,0,1
17209,Obstacle Collision,32182.82,-1.231,0,1,0
17210,Obstacle Collision,32189.16,-1.85,0,1,0
17211,Agent Collision,32191.42,-1.794,1,0,0
17212,Success,32193.68,-0.1,0,0,1
17213,Success,32196.56,-3.517,0,0,1
17214,Success,32199.01,-0.089,0,0,1
17215,Agent Collision,32200.97,-3.472,1,0,0
17216,Obstacle Collision,32202.21,-1.278,0,1,0
17217,Success,32203.12,-0.028,0,0,1
17218,Success,32205.77,-0.939,0,0,1
17219,Obstacle Collision,32206.8,-1.075,0,1,0
17220,Success,32208.66,-0.05,0,0,1
17221,Success,32211.11,-0.111,0,0,1
17222,Obstacle Collision,32212.38,-1.283,0,1,0
17223,Success,32214.32,-0.067,0,0,1
17224,Success,32217.13,-5.228,0,0,1
17225,Obstacle Collision,32220.21,-1.211,0,1,0
17226,Success,32222.56,-0.083,0,0,1
17227,Success,32224.27,-0.072,0,0,1
17228,Obstacle Collision,32225.84,-1.311,0,1,0
17229,Success,32227.72,-0.061,0,0,1
17230,Success,32229.94,-0.106,0,0,1
17231,Success,32233.89,-4.422,0,0,1
17232,Success,32235.59,-0.056,0,0,1
17233,Obstacle Collision,32237.46,-1.294,0,1,0
17234,Success,32238.3,-0.033,0,0,1
17235,Success,32239.47,-0.056,0,0,1
17236,Obstacle Collision,32240.71,-0.967,0,1,0
17237,Obstacle Collision,32241.61,-6.25,0,1,0
17238,Success,32242.53,-0.033,0,0,1
17239,Obstacle Collision,32243.41,-1.258,0,1,0
17240,Success,32245.42,-0.056,0,0,1
17241,Obstacle Collision,32246.11,-1.267,0,1,0
17242,Success,32247.41,-0.033,0,0,1
17243,Success,32250.09,-0.1,0,0,1
17244,Success,32251.57,-0.05,0,0,1
17245,Obstacle Collision,32253.24,-0.994,0,1,0
17246,Success,32254.97,-0.061,0,0,1
17247,Success,32256.2,-0.05,0,0,1
17248,Obstacle Collision,32257.07,-1.272,0,1,0
17249,Obstacle Collision,32259.4,-1.361,0,1,0
17250,Success,32260.95,-0.067,0,0,1
17251,Success,32262.72,-0.056,0,0,1
17252,Success,32263.62,-0.028,0,0,1
17253,Success,32266.27,-0.972,0,0,1
17254,Success,32268.05,-0.917,0,0,1
17255,Success,32269.29,-0.039,0,0,1
17256,Success,32271.24,-0.072,0,0,1
17257,Success,32273.54,-0.094,0,0,1
17258,Obstacle Collision,32274.22,-1.289,0,1,0
17259,Obstacle Collision,32275.12,-1.272,0,1,0
17260,Success,32277.46,-0.083,0,0,1
17261,Obstacle Collision,32278.49,-1.278,0,1,0
17262,Obstacle Collision,32279.74,-1.311,0,1,0
17263,Obstacle Collision,32280.57,-1.081,0,1,0
17264,Success,32281.79,-0.056,0,0,1
17265,Obstacle Collision,32283.63,-0.936,0,1,0
17266,Success,32286.06,-0.133,0,0,1
17267,Success,32287.51,-0.056,0,0,1
17268,Obstacle Collision,32290.17,-1.778,0,1,0
17269,Obstacle Collision,32291.01,-1.272,0,1,0
17270,Success,32293.39,-0.1,0,0,1
17271,Success,32295.6,-0.089,0,0,1
17272,Success,32297.4,-0.061,0,0,1
17273,Success,32298.63,-0.039,0,0,1
17274,Obstacle Collision,32303.17,-1.556,0,1,0
17275,Success,32304.55,-0.039,0,0,1
17276,Obstacle Collision,32306.4,-3.072,0,1,0
17277,Success,32309.93,-0.161,0,0,1
17278,Success,32310.7,-0.028,0,0,1
17279,Obstacle Collision,32311.87,-1.283,0,1,0
17280,Success,32314.5,-0.072,0,0,1
17281,Success,32315.49,-0.033,0,0,1
17282,Success,32318.0,-0.939,0,0,1
17283,Obstacle Collision,32319.34,-1.283,0,1,0
17284,Success,32321.03,-0.911,0,0,1
17285,Success,32324.56,-0.117,0,0,1
17286,Obstacle Collision,32325.17,-1.225,0,1,0
17287,Obstacle Collision,32326.8,-1.226,0,1,0
17288,Success,32328.59,-0.072,0,0,1
17289,Success,32330.67,-6.933,0,0,1
17290,Agent Collision,32332.47,-1.778,1,0,0
17291,Success,32334.51,-0.067,0,0,1
17292,Obstacle Collision,32335.79,-1.311,0,1,0
17293,Obstacle Collision,32337.33,-1.289,0,1,0
17294,Obstacle Collision,32338.42,-1.25,0,1,0
17295,Obstacle Collision,32338.96,-1.187,0,1,0
17296,Obstacle Collision,32340.02,-1.289,0,1,0
17297,Success,32342.65,-0.106,0,0,1
17298,Obstacle Collision,32343.62,-1.283,0,1,0
17299,Obstacle Collision,32345.01,-1.045,0,1,0
17300,Success,32346.79,-0.056,0,0,1
17301,Success,32349.29,-0.083,0,0,1
17302,Success,32352.28,-0.128,0,0,1
17303,Success,32353.78,-0.078,0,0,1
17304,Success,32354.84,-0.039,0,0,1
17305,Obstacle Collision,32357.64,-1.8,0,1,0
17306,Success,32359.57,-0.111,0,0,1
17307,Success,32362.49,-3.517,0,0,1
17308,Success,32364.75,-0.089,0,0,1
17309,Success,32367.4,-0.083,0,0,1
17310,Agent Collision,32370.47,-2.778,1,0,0
17311,Success,32371.8,-0.061,0,0,1
17312,Obstacle Collision,32372.64,-1.733,0,1,0
17313,Success,32374.75,-0.072,0,0,1
17314,Success,32375.75,-0.039,0,0,1
17315,Success,32377.52,-0.061,0,0,1
17316,Obstacle Collision,32377.97,-2.117,0,1,0
17317,Success,32379.19,-0.033,0,0,1
17318,Success,32380.72,-0.05,0,0,1
17319,Obstacle Collision,32382.66,-1.311,0,1,0
17320,Obstacle Collision,32384.97,-1.304,0,1,0
17321,Success,32386.84,-0.061,0,0,1
17322,Obstacle Collision,32389.84,-2.217,0,1,0
17323,Obstacle Collision,32391.02,-1.283,0,1,0
17324,Success,32392.26,-0.044,0,0,1
17325,Obstacle Collision,32393.28,-2.133,0,1,0
17326,Success,32395.22,-0.067,0,0,1
17327,Success,32397.01,-0.067,0,0,1
17328,Success,32397.94,-0.033,0,0,1
17329,Success,32399.98,-0.078,0,0,1
17330,Success,32401.8,-0.089,0,0,1
17331,Success,32405.24,-0.133,0,0,1
17332,Obstacle Collision,32407.26,-1.196,0,1,0
17333,Success,32408.67,-0.039,0,0,1
17334,Agent Collision,32411.48,-2.667,1,0,0
17335,Success,32413.82,-2.644,0,0,1
17336,Obstacle Collision,32414.76,-1.278,0,1,0
17337,Obstacle Collision,32415.88,-1.25,0,1,0
17338,Obstacle Collision,32416.47,-1.225,0,1,0
17339,Success,32418.47,-0.156,0,0,1
17340,Success,32421.65,-10.265,0,0,1
17341,Obstacle Collision,32423.01,-1.08,0,1,0
17342,Obstacle Collision,32423.76,-1.272,0,1,0
17343,Obstacle Collision,32424.9,-1.045,0,1,0
17344,Obstacle Collision,32425.57,-1.267,0,1,0
17345,Success,32427.86,-0.072,0,0,1
17346,Obstacle Collision,32429.49,-1.275,0,1,0
17347,Success,32431.34,-0.939,0,0,1
17348,Success,32432.89,-0.05,0,0,1
17349,Obstacle Collision,32433.88,-1.003,0,1,0
17350,Success,32435.51,-0.056,0,0,1
17351,Obstacle Collision,32437.44,-1.322,0,1,0
17352,Success,32441.78,-1.033,0,0,1
17353,Success,32444.3,-2.672,0,0,1
17354,Obstacle Collision,32445.34,-1.237,0,1,0
17355,Success,32446.83,-0.044,0,0,1
17356,Success,32450.08,-0.117,0,0,1
17357,Success,32451.16,-0.05,0,0,1
17358,Success,32453.51,-0.072,0,0,1
17359,Success,32456.43,-0.944,0,0,1
17360,Success,32457.99,-0.05,0,0,1
17361,Success,32460.09,-0.072,0,0,1
17362,Success,32462.2,-0.083,0,0,1
17363,Success,32464.37,-0.078,0,0,1
17364,Success,32466.0,-0.078,0,0,1
17365,Success,32469.24,-0.956,0,0,1
17366,Success,32470.89,-0.072,0,0,1
17367,Success,32472.51,-0.078,0,0,1
17368,Success,32474.16,-0.061,0,0,1
17369,Obstacle Collision,32474.85,-1.267,0,1,0
17370,Success,32476.24,-0.044,0,0,1
17371,Success,32477.47,-0.044,0,0,1
17372,Obstacle Collision,32479.32,-1.055,0,1,0
17373,Obstacle Collision,32481.23,-1.35,0,1,0
17374,Obstacle Collision,32482.77,-1.322,0,1,0
17375,Obstacle Collision,32483.6,-1.189,0,1,0
17376,Obstacle Collision,32484.89,-1.206,0,1,0
17377,Success,32486.43,-0.061,0,0,1
17378,Success,32487.98,-0.072,0,0,1
17379,Obstacle Collision,32489.19,-1.283,0,1,0
17380,Success,32491.74,-0.083,0,0,1
17381,Success,32493.74,-1.794,0,0,1
17382,Obstacle Collision,32494.79,-1.24,0,1,0
17383,Obstacle Collision,32495.54,-1.272,0,1,0
17384,Obstacle Collision,32497.74,-1.311,0,1,0
17385,Success,32499.06,-0.05,0,0,1
17386,Success,32501.86,-0.1,0,0,1
17387,Agent Collision,32505.06,-3.533,1,0,0
17388,Obstacle Collision,32506.94,-1.328,0,1,0
17389,Success,32508.33,-0.067,0,0,1
17390,Success,32509.35,-0.044,0,0,1
17391,Success,32512.28,-0.939,0,0,1
17392,Timeout,32518.48,-0.6,0,0,0
17393,Obstacle Collision,32520.4,-1.322,0,1,0
17394,Success,32523.01,-0.078,0,0,1
17395,Success,32524.72,-0.083,0,0,1
17396,Obstacle Collision,32525.87,-1.289,0,1,0
17397,Success,32527.33,-0.044,0,0,1
17398,Success,32528.8,-1.767,0,0,1
17399,Success,32531.78,-0.089,0,0,1
17400,Success,32534.36,-0.111,0,0,1
17401,Success,32535.36,-3.467,0,0,1
17402,Obstacle Collision,32538.38,-1.356,0,1,0
17403,Success,32539.84,-0.056,0,0,1
17404,Success,32541.08,-0.044,0,0,1
17405,Obstacle Collision,32543.91,-1.333,0,1,0
17406,Success,32547.39,-2.689,0,0,1
17407,Success,32550.15,-0.078,0,0,1
17408,Obstacle Collision,32551.92,-1.306,0,1,0
17409,Obstacle Collision,32552.6,-1.267,0,1,0
17410,Success,32554.15,-0.056,0,0,1
17411,Success,32556.14,-0.1,0,0,1
17412,Success,32558.88,-0.078,0,0,1
17413,Success,32561.78,-0.078,0,0,1
17414,Success,32563.18,-0.05,0,0,1
17415,Obstacle Collision,32566.65,-1.833,0,1,0
17416,Success,32568.35,-0.061,0,0,1
17417,Obstacle Collision,32568.79,-1.261,0,1,0
17418,Success,32570.51,-0.078,0,0,1
17419,Success,32572.38,-0.056,0,0,1
17420,Timeout,32579.44,-0.6,0,0,0
17421,Success,32582.1,-0.089,0,0,1
17422,Obstacle Collision,32583.78,-0.969,0,1,0
17423,Obstacle Collision,32584.62,-1.269,0,1,0
17424,Obstacle Collision,32585.53,-1.272,0,1,0
17425,Success,32587.0,-0.061,0,0,1
17426,Obstacle Collision,32589.12,-1.333,0,1,0
17427,Success,32591.94,-0.128,0,0,1
17428,Success,32592.92,-0.033,0,0,1
17429,Success,32595.37,-0.089,0,0,1
17430,Success,32598.02,-0.067,0,0,1
17431,Success,32599.74,-0.056,0,0,1
17432,Success,32601.89,-0.061,0,0,1
17433,Obstacle Collision,32603.48,-1.306,0,1,0
17434,Obstacle Collision,32603.89,-1.261,0,1,0
17435,Success,32605.22,-0.061,0,0,1
17436,Success,32609.64,-0.122,0,0,1
17437,Success,32611.12,-0.056,0,0,1
17438,Obstacle Collision,32611.57,-1.261,0,1,0
17439,Success,32613.83,-0.072,0,0,1
17440,Obstacle Collision,32616.35,-1.45,0,1,0
17441,Success,32619.18,-0.089,0,0,1
17442,Obstacle Collision,32623.08,-1.454,0,1,0
17443,Obstacle Collision,32624.02,-1.942,0,1,0
17444,Success,32625.5,-0.044,0,0,1
17445,Success,32627.56,-0.111,0,0,1
17446,Success,32629.83,-0.928,0,0,1
17447,Success,32631.75,-0.083,0,0,1
17448,Success,32633.31,-0.044,0,0,1
17449,Success,32635.56,-0.061,0,0,1
17450,Success,32637.99,-0.089,0,0,1
17451,Success,32639.94,-0.911,0,0,1
17452,Agent Collision,32642.4,-1.789,1,0,0
17453,Success,32643.48,-0.039,0,0,1
17454,Success,32646.35,-0.083,0,0,1
17455,Obstacle Collision,32646.79,-1.261,0,1,0
17456,Obstacle Collision,32649.06,-2.766,0,1,0
17457,Obstacle Collision,32650.61,-1.258,0,1,0
17458,Obstacle Collision,32655.41,-1.567,0,1,0
17459,Success,32658.17,-0.928,0,0,1
17460,Obstacle Collision,32659.7,-1.294,0,1,0
17461,Obstacle Collision,32660.97,-1.9,0,1,0
17462,Success,32664.48,-3.489,0,0,1
17463,Obstacle Collision,32666.29,-1.306,0,1,0
17464,Obstacle Collision,32668.39,-5.631,0,1,0
17465,Obstacle Collision,32670.68,-1.311,0,1,0
17466,Obstacle Collision,32672.29,-1.05,0,1,0
17467,Success,32674.43,-0.1,0,0,1
17468,Obstacle Collision,32675.41,-1.117,0,1,0
17469,Obstacle Collision,32676.63,-1.117,0,1,0
17470,Success,32680.0,-0.094,0,0,1
17471,Success,32683.09,-0.106,0,0,1
17472,Obstacle Collision,32684.17,-1.117,0,1,0
17473,Obstacle Collision,32685.49,-1.283,0,1,0
17474,Success,32689.31,-1.017,0,0,1
17475,Success,32691.51,-0.083,0,0,1
17476,Obstacle Collision,32693.88,-1.328,0,1,0
17477,Success,32696.39,-0.117,0,0,1
17478,Obstacle Collision,32700.27,-3.064,0,1,0
17479,Success,32701.64,-0.05,0,0,1
17480,Obstacle Collision,32703.39,-1.294,0,1,0
17481,Obstacle Collision,32704.29,-1.278,0,1,0
17482,Obstacle Collision,32705.97,-1.133,0,1,0
17483,Success,32708.36,-0.106,0,0,1
17484,Success,32709.77,-0.061,0,0,1
17485,Success,32710.92,-0.039,0,0,1
17486,Success,32712.49,-0.078,0,0,1
17487,Obstacle Collision,32713.89,-1.283,0,1,0
17488,Success,32715.93,-0.133,0,0,1
17489,Success,32718.3,-0.078,0,0,1
17490,Success,32719.75,-0.061,0,0,1
17491,Success,32721.38,-0.05,0,0,1
17492,Success,32723.68,-0.078,0,0,1
17493,Obstacle Collision,32725.65,-1.828,0,1,0
17494,Success,32728.06,-0.1,0,0,1
17495,Success,32728.88,-0.028,0,0,1
17496,Success,32730.67,-0.1,0,0,1
17497,Obstacle Collision,32731.91,-1.086,0,1,0
17498,Success,32733.62,-0.056,0,0,1
17499,Obstacle Collision,32735.96,-3.71,0,1,0
17500,Success,32738.38,-0.122,0,0,1
17501,Success,32741.76,-0.178,0,0,1
17502,Success,32743.84,-0.056,0,0,1
17503,Obstacle Collision,32745.62,-1.339,0,1,0
17504,Success,32747.49,-0.917,0,0,1
17505,Success,32749.22,-0.1,0,0,1
17506,Success,32750.14,-0.033,0,0,1
17507,Success,32752.28,-0.1,0,0,1
17508,Success,32754.76,-0.111,0,0,1
17509,Success,32756.39,-0.061,0,0,1
17510,Obstacle Collision,32757.72,-1.283,0,1,0
17511,Obstacle Collision,32758.89,-0.973,0,1,0
17512,Obstacle Collision,32760.34,-1.206,0,1,0
17513,Success,32762.83,-1.8,0,0,1
17514,Success,32764.45,-0.061,0,0,1
17515,Success,32766.62,-0.072,0,0,1
17516,Obstacle Collision,32770.58,-1.406,0,1,0
17517,Obstacle Collision,32771.77,-1.283,0,1,0
17518,Success,32773.62,-3.478,0,0,1
17519,Success,32776.13,-0.078,0,0,1
17520,Success,32778.54,-0.933,0,0,1
17521,Obstacle Collision,32779.28,-2.044,0,1,0
17522,Success,32780.75,-0.044,0,0,1
17523,Obstacle Collision,32781.95,-1.12,0,1,0
17524,Obstacle Collision,32782.68,-1.151,0,1,0
17525,Obstacle Collision,32783.95,-1.281,0,1,0
17526,Obstacle Collision,32787.28,-1.361,0,1,0
17527,Success,32790.11,-0.128,0,0,1
17528,Success,32792.36,-0.094,0,0,1
17529,Obstacle Collision,32793.53,-1.085,0,1,0
17530,Obstacle Collision,32796.03,-2.644,0,1,0
17531,Obstacle Collision,32796.71,-1.267,0,1,0
17532,Success,32798.97,-0.089,0,0,1
17533,Success,32800.83,-0.061,0,0,1
17534,Success,32802.68,-0.083,0,0,1
17535,Success,32804.46,-0.061,0,0,1
17536,Obstacle Collision,32806.04,-1.269,0,1,0
17537,Success,32807.12,-0.033,0,0,1
17538,Success,32808.91,-0.056,0,0,1
17539,Obstacle Collision,32810.67,-1.025,0,1,0
17540,Success,32812.69,-1.789,0,0,1
17541,Success,32814.61,-0.061,0,0,1
17542,Obstacle Collision,32816.39,-1.4,0,1,0
17543,Success,32817.47,-0.889,0,0,1
17544,Success,32818.69,-0.039,0,0,1
17545,Success,32821.87,-1.8,0,0,1
17546,Timeout,32829.55,-0.6,0,0,0
17547,Success,32831.03,-0.072,0,0,1
17548,Success,32833.14,-0.072,0,0,1
17549,Success,32835.71,-0.1,0,0,1
17550,Success,32838.08,-0.083,0,0,1
17551,Success,32841.02,-0.183,0,0,1
17552,Success,32842.54,-0.039,0,0,1
17553,Obstacle Collision,32844.12,-1.199,0,1,0
17554,Obstacle Collision,32846.13,-1.306,0,1,0
17555,Obstacle Collision,32847.45,-1.289,0,1,0
17556,Success,32849.54,-0.1,0,0,1
17557,Success,32851.73,-0.911,0,0,1
17558,Success,32853.5,-0.05,0,0,1
17559,Success,32855.59,-0.078,0,0,1
17560,Obstacle Collision,32859.21,-1.461,0,1,0
17561,Success,32861.87,-0.1,0,0,1
17562,Success,32864.53,-0.083,0,0,1
17563,Success,32866.97,-0.094,0,0,1
17564,Obstacle Collision,32868.21,-1.289,0,1,0
17565,Obstacle Collision,32870.67,-3.022,0,1,0
17566,Success,32874.09,-0.094,0,0,1
17567,Obstacle Collision,32875.98,-1.361,0,1,0
17568,Success,32878.35,-0.111,0,0,1
17569,Success,32880.3,-0.061,0,0,1
17570,Success,32882.41,-0.083,0,0,1
17571,Obstacle Collision,32883.04,-1.267,0,1,0
17572,Success,32884.12,-0.044,0,0,1
17573,Success,32886.14,-0.067,0,0,1
17574,Obstacle Collision,32887.49,-1.289,0,1,0
17575,Success,32888.91,-0.067,0,0,1
17576,Success,32890.76,-0.05,0,0,1
17577,Success,32891.68,-0.039,0,0,1
17578,Success,32893.07,-0.044,0,0,1
17579,Success,32896.53,-0.094,0,0,1
17580,Success,32899.29,-2.644,0,0,1
17581,Success,32901.16,-0.078,0,0,1
17582,Obstacle Collision,32901.6,-2.972,0,1,0
17583,Obstacle Collision,32902.23,-1.267,0,1,0
17584,Obstacle Collision,32903.89,-1.128,0,1,0
17585,Agent Collision,32905.74,-2.633,1,0,0
17586,Agent Collision,32907.21,-3.478,1,0,0
17587,Success,32908.91,-0.044,0,0,1
17588,Obstacle Collision,32910.83,-1.103,0,1,0
17589,Agent Collision,32912.95,-2.644,1,0,0
17590,Obstacle Collision,32915.04,-0.9,0,1,0
17591,Success,32915.88,-0.022,0,0,1
17592,Success,32917.66,-0.061,0,0,1
17593,Timeout,32923.62,-0.6,0,0,0
17594,Success,32925.11,-0.061,0,0,1
17595,Success,32927.55,-0.128,0,0,1
17596,Success,32929.75,-0.078,0,0,1
17597,Success,32932.0,-0.061,0,0,1
17598,Obstacle Collision,32932.96,-1.128,0,1,0
17599,Obstacle Collision,32936.67,-1.45,0,1,0
17600,Obstacle Collision,32938.34,-2.167,0,1,0
17601,Obstacle Collision,32939.71,-1.081,0,1,0
17602,Obstacle Collision,32942.02,-1.322,0,1,0
17603,Success,32944.52,-0.072,0,0,1
17604,Success,32947.39,-0.089,0,0,1
17605,Success,32950.02,-0.089,0,0,1
17606,Success,32951.18,-0.039,0,0,1
17607,Success,32952.41,-0.044,0,0,1
17608,Obstacle Collision,32953.52,-1.278,0,1,0
17609,Success,32955.08,-0.078,0,0,1
17610,Obstacle Collision,32956.28,-1.082,0,1,0
17611,Obstacle Collision,32958.43,-1.229,0,1,0
17612,Obstacle Collision,32959.29,-1.196,0,1,0
17613,Obstacle Collision,32959.99,-1.15,0,1,0
17614,Success,32961.4,-0.061,0,0,1
17615,Obstacle Collision,32966.37,-1.633,0,1,0
17616,Success,32967.71,-0.05,0,0,1
17617,Success,32970.1,-0.111,0,0,1
17618,Obstacle Collision,32970.94,-1.272,0,1,0
17619,Obstacle Collision,32972.88,-1.311,0,1,0
17620,Obstacle Collision,32973.57,-1.267,0,1,0
17621,Obstacle Collision,32974.51,-1.039,0,1,0
17622,Agent Collision,32975.82,-2.606,1,0,0
17623,Success,32976.82,-0.033,0,0,1
17624,Obstacle Collision,32978.19,-0.75,0,1,0
17625,Success,32980.76,-0.172,0,0,1
17626,Obstacle Collision,32982.19,-1.289,0,1,0
17627,Obstacle Collision,32983.11,-1.272,0,1,0
17628,Obstacle Collision,32986.82,-1.456,0,1,0
17629,Success,32989.35,-0.1,0,0,1
17630,Success,32990.43,-0.039,0,0,1
17631,Obstacle Collision,32991.28,-1.272,0,1,0
17632,Obstacle Collision,32993.13,-1.294,0,1,0
17633,Success,32994.76,-0.05,0,0,1
17634,Success,32995.99,-0.056,0,0,1
17635,Success,32997.23,-0.056,0,0,1
17636,Success,32999.24,-0.117,0,0,1
17637,Obstacle Collision,33001.8,-1.433,0,1,0
17638,Success,33003.85,-0.1,0,0,1
17639,Success,33006.82,-0.089,0,0,1
17640,Success,33008.29,-0.072,0,0,1
17641,Success,33009.91,-0.056,0,0,1
17642,Success,33012.45,-0.939,0,0,1
17643,Success,33015.76,-1.806,0,0,1
17644,Success,33017.77,-0.917,0,0,1
17645,Obstacle Collision,33024.18,-1.644,0,1,0
17646,Success,33027.33,-0.089,0,0,1
17647,Success,33028.93,-0.067,0,0,1
17648,Success,33030.48,-0.05,0,0,1
17649,Obstacle Collision,33031.37,-2.086,0,1,0
17650,Success,33032.99,-0.05,0,0,1
17651,Success,33034.22,-0.044,0,0,1
17652,Obstacle Collision,33035.62,-1.283,0,1,0
17653,Success,33037.66,-0.933,0,0,1
17654,Success,33039.69,-0.117,0,0,1
17655,Success,33041.63,-0.061,0,0,1
17656,Success,33043.87,-0.056,0,0,1
17657,Success,33046.75,-0.1,0,0,1
17658,Success,33047.9,-0.039,0,0,1
17659,Success,33050.02,-0.106,0,0,1
17660,Success,33052.72,-0.144,0,0,1
17661,Success,33053.91,-0.039,0,0,1
17662,Obstacle Collision,33055.21,-1.283,0,1,0
17663,Success,33057.8,-0.094,0,0,1
17664,Obstacle Collision,33059.24,-1.194,0,1,0
17665,Success,33061.19,-0.911,0,0,1
17666,Obstacle Collision,33062.73,-1.289,0,1,0
17667,Success,33064.68,-0.089,0,0,1
17668,Obstacle Collision,33065.31,-1.267,0,1,0
17669,Obstacle Collision,33067.28,-1.175,0,1,0
17670,Obstacle Collision,33068.37,-1.278,0,1,0
17671,Success,33070.24,-0.094,0,0,1
17672,Success,33072.58,-1.778,0,0,1
17673,Success,33075.64,-0.172,0,0,1
17674,Success,33078.98,-0.95,0,0,1
17675,Obstacle Collision,33079.41,-1.261,0,1,0
17676,Success,33081.12,-0.056,0,0,1
17677,Success,33082.27,-1.75,0,0,1
17678,Success,33083.68,-0.05,0,0,1
17679,Success,33085.65,-0.128,0,0,1
17680,Success,33088.0,-0.089,0,0,1
17681,Success,33089.16,-0.039,0,0,1
17682,Success,33090.55,-0.056,0,0,1
17683,Success,33092.03,-0.072,0,0,1
17684,Success,33095.28,-0.217,0,0,1
17685,Success,33099.92,-0.267,0,0,1
17686,Success,33101.9,-2.661,0,0,1
17687,Obstacle Collision,33103.2,-1.007,0,1,0
17688,Success,33104.99,-0.1,0,0,1
17689,Success,33106.63,-0.061,0,0,1
17690,Obstacle Collision,33109.54,-1.433,0,1,0
17691,Obstacle Collision,33111.52,-1.322,0,1,0
17692,Success,33114.17,-0.083,0,0,1
17693,Success,33115.69,-0.039,0,0,1
17694,Obstacle Collision,33117.6,-1.178,0,1,0
17695,Success,33118.83,-0.044,0,0,1
17696,Success,33121.86,-0.972,0,0,1
17697,Success,33123.1,-0.044,0,0,1
17698,Success,33125.67,-0.094,0,0,1
17699,Success,33127.3,-0.072,0,0,1
17700,Success,33129.98,-0.106,0,0,1
17701,Obstacle Collision,33131.08,-1.278,0,1,0
17702,Success,33133.76,-0.172,0,0,1
17703,Obstacle Collision,33134.89,-1.044,0,1,0
17704,Success,33136.27,-0.056,0,0,1
17705,Obstacle Collision,33138.04,-0.967,0,1,0
17706,Success,33141.41,-0.117,0,0,1
17707,Success,33143.91,-1.789,0,0,1
17708,Success,33146.28,-0.089,0,0,1
17709,Obstacle Collision,33148.57,-1.149,0,1,0
17710,Obstacle Collision,33150.01,-1.044,0,1,0
17711,Success,33152.11,-0.094,0,0,1
17712,Success,33153.42,-2.617,0,0,1
17713,Obstacle Collision,33154.1,-1.289,0,1,0
17714,Obstacle Collision,33155.42,-1.281,0,1,0
17715,Success,33158.33,-0.122,0,0,1
17716,Success,33159.8,-0.067,0,0,1
17717,Success,33162.35,-0.928,0,0,1
17718,Success,33164.51,-0.094,0,0,1
17719,Success,33166.98,-0.083,0,0,1
17720,Success,33171.54,-0.189,0,0,1
17721,Success,33173.72,-0.094,0,0,1
17722,Success,33175.53,-0.078,0,0,1
17723,Success,33178.02,-0.089,0,0,1
17724,Success,33179.48,-0.05,0,0,1
17725,Obstacle Collision,33180.35,-1.153,0,1,0
17726,Success,33181.97,-0.05,0,0,1
17727,Success,33183.54,-0.083,0,0,1
17728,Obstacle Collision,33183.98,-1.261,0,1,0
17729,Obstacle Collision,33184.65,-1.267,0,1,0
17730,Obstacle Collision,33186.65,-1.306,0,1,0
17731,Success,33187.57,-0.028,0,0,1
17732,Success,33189.45,-0.067,0,0,1
17733,Obstacle Collision,33191.0,-1.189,0,1,0
17734,Success,33191.93,-0.033,0,0,1
17735,Obstacle Collision,33192.84,-2.989,0,1,0
17736,Obstacle Collision,33196.24,-1.439,0,1,0
17737,Success,33198.44,-0.083,0,0,1
17738,Obstacle Collision,33200.19,-1.333,0,1,0
17739,Success,33201.57,-0.039,0,0,1
17740,Obstacle Collision,33202.44,-1.272,0,1,0
17741,Obstacle Collision,33203.44,-1.075,0,1,0
17742,Success,33207.29,-0.122,0,0,1
17743,Success,33208.2,-0.033,0,0,1
17744,Success,33210.61,-0.078,0,0,1
17745,Obstacle Collision,33212.02,-0.858,0,1,0
17746,Success,33213.89,-0.072,0,0,1
17747,Success,33216.39,-0.072,0,0,1
17748,Success,33219.54,-0.1,0,0,1
17749,Obstacle Collision,33220.7,-1.278,0,1,0
17750,Success,33222.05,-0.061,0,0,1
17751,Success,33224.88,-0.083,0,0,1
17752,Obstacle Collision,33226.33,-0.974,0,1,0
17753,Success,33229.09,-0.133,0,0,1
17754,Success,33230.4,-0.906,0,0,1
17755,Obstacle Collision,33231.68,-1.294,0,1,0
17756,Success,33234.51,-1.006,0,0,1
17757,Success,33237.73,-0.139,0,0,1
17758,Success,33240.02,-0.072,0,0,1
17759,Success,33241.56,-0.061,0,0,1
17760,Obstacle Collision,33242.43,-3.006,0,1,0
17761,Success,33244.77,-0.078,0,0,1
17762,Obstacle Collision,33246.37,-0.978,0,1,0
17763,Success,33249.36,-0.933,0,0,1
17764,Success,33251.86,-2.639,0,0,1
17765,Obstacle Collision,33253.89,-1.3,0,1,0
17766,Success,33255.92,-0.072,0,0,1
17767,Success,33258.14,-0.933,0,0,1
17768,Success,33260.55,-0.078,0,0,1
17769,Agent Collision,33261.58,-5.167,1,0,0
17770,Obstacle Collision,33262.54,-1.205,0,1,0
17771,Success,33263.77,-0.05,0,0,1
17772,Success,33266.47,-0.167,0,0,1
17773,Obstacle Collision,33268.76,-1.174,0,1,0
17774,Obstacle Collision,33270.14,-1.026,0,1,0
17775,Obstacle Collision,33271.43,-1.761,0,1,0
17776,Success,33272.9,-0.056,0,0,1
