episode,status,runtime,reward,collisions_agent,collisions_obs,success
3655,Obstacle Collision,6745.29,-2.123,0,1,0
3656,Success,6746.2,-0.028,0,0,1
3657,Obstacle Collision,6747.98,-1.009,0,1,0
3658,Obstacle Collision,6748.65,-1.267,0,1,0
3659,Success,6750.57,-0.078,0,0,1
3660,Success,6752.41,-0.061,0,0,1
3661,Success,6753.4,-0.039,0,0,1
3662,Success,6755.23,-0.083,0,0,1
3663,Success,6756.15,-0.028,0,0,1
3664,Success,6757.71,-0.067,0,0,1
3665,Obstacle Collision,6759.31,-1.19,0,1,0
3666,Success,6760.39,-0.033,0,0,1
3667,Obstacle Collision,6763.84,-11.65,0,1,0
3668,Obstacle Collision,6765.18,-1.306,0,1,0
3669,Success,6769.14,-0.178,0,0,1
3670,Success,6770.82,-0.061,0,0,1
3671,Success,6772.31,-0.906,0,0,1
3672,Success,6774.38,-0.056,0,0,1
3673,Success,6777.01,-1.833,0,0,1
3674,Obstacle Collision,6777.82,-1.272,0,1,0
3675,Success,6779.1,-0.056,0,0,1
3676,Obstacle Collision,6780.37,-1.075,0,1,0
3677,Success,6781.68,-0.05,0,0,1
3678,Obstacle Collision,6783.19,-1.311,0,1,0
3679,Success,6784.43,-0.039,0,0,1
3680,Obstacle Collision,6786.28,-1.756,0,1,0
3681,Obstacle Collision,6788.68,-1.339,0,1,0
3682,Success,6791.17,-0.067,0,0,1
3683,Success,6792.24,-0.033,0,0,1
3684,Success,6793.93,-0.044,0,0,1
3685,Success,6795.83,-0.061,0,0,1
3686,Success,6798.29,-0.078,0,0,1
3687,Success,6799.83,-1.761,0,0,1
3688,Success,6800.75,-0.033,0,0,1
3689,Obstacle Collision,6804.41,-1.367,0,1,0
3690,Success,6805.98,-0.061,0,0,1
3691,Success,6808.49,-0.1,0,0,1
3692,Success,6809.64,-0.039,0,0,1
3693,Obstacle Collision,6810.32,-1.267,0,1,0
3694,Success,6813.08,-0.089,0,0,1
3695,Success,6816.57,-0.106,0,0,1
3696,Obstacle Collision,6817.68,-1.278,0,1,0
3697,Success,6819.16,-0.05,0,0,1
3698,Success,6820.64,-0.061,0,0,1
3699,Success,6823.99,-1.844,0,0,1
3700,Success,6828.26,-0.356,0,0,1
3701,Success,6829.81,-0.044,0,0,1
3702,Obstacle Collision,6831.5,-1.317,0,1,0
3703,Obstacle Collision,6832.3,-3.444,0,1,0
3704,Success,6834.03,-0.094,0,0,1
3705,Success,6835.76,-0.061,0,0,1
3706,Success,6837.81,-0.072,0,0,1
3707,Obstacle Collision,6840.8,-1.394,0,1,0
3708,Obstacle Collision,6843.04,-9.472,0,1,0
3709,Success,6844.35,-0.039,0,0,1
3710,Obstacle Collision,6846.73,-1.772,0,1,0
3711,Obstacle Collision,6847.77,-1.278,0,1,0
3712,Obstacle Collision,6849.21,-1.251,0,1,0
3713,Obstacle Collision,6851.02,-1.186,0,1,0
3714,Success,6853.05,-0.072,0,0,1
3715,Obstacle Collision,6856.97,-3.844,0,1,0
3716,Success,6858.82,-0.05,0,0,1
3717,Obstacle Collision,6860.98,-1.107,0,1,0
3718,Success,6862.21,-0.044,0,0,1
3719,Success,6864.62,-0.072,0,0,1
3720,Success,6866.6,-0.078,0,0,1
3721,Obstacle Collision,6868.57,-2.194,0,1,0
3722,Success,6870.45,-0.078,0,0,1
3723,Success,6871.68,-0.044,0,0,1
3724,Success,6872.92,-0.039,0,0,1
3725,Success,6875.33,-0.928,0,0,1
3726,Success,6877.02,-0.056,0,0,1
3727,Success,6878.92,-0.089,0,0,1
3728,Success,6880.16,-0.039,0,0,1
3729,Success,6882.29,-0.106,0,0,1
3730,Obstacle Collision,6885.13,-1.356,0,1,0
3731,Success,6886.96,-0.106,0,0,1
3732,Obstacle Collision,6890.44,-2.206,0,1,0
3733,Success,6893.52,-0.111,0,0,1
3734,Obstacle Collision,6893.93,-1.261,0,1,0
3735,Success,6896.38,-1.011,0,0,1
3736,Success,6898.08,-0.072,0,0,1
3737,Obstacle Collision,6901.4,-1.367,0,1,0
3738,Success,6902.32,-0.033,0,0,1
3739,Success,6905.2,-0.089,0,0,1
3740,Obstacle Collision,6906.61,-1.003,0,1,0
3741,Success,6908.68,-0.067,0,0,1
3742,Obstacle Collision,6910.62,-1.3,0,1,0
3743,Success,6913.24,-0.072,0,0,1
3744,Success,6915.61,-0.078,0,0,1
3745,Success,6917.71,-0.072,0,0,1
3746,Success,6919.56,-0.056,0,0,1
3747,Success,6921.27,-0.061,0,0,1
3748,Success,6923.23,-0.061,0,0,1
3749,Success,6925.88,-0.089,0,0,1
3750,Success,6927.67,-0.056,0,0,1
3751,Success,6930.37,-0.156,0,0,1
3752,Obstacle Collision,6931.46,-1.194,0,1,0
3753,Success,6933.53,-0.072,0,0,1
3754,Obstacle Collision,6934.62,-1.252,0,1,0
3755,Agent Collision,6935.66,-4.306,1,0,0
3756,Success,6937.46,-0.911,0,0,1
3757,Success,6939.02,-0.056,0,0,1
3758,Obstacle Collision,6940.92,-1.3,0,1,0
3759,Obstacle Collision,6942.25,-1.008,0,1,0
3760,Obstacle Collision,6942.88,-1.267,0,1,0
3761,Obstacle Collision,6945.39,-3.494,0,1,0
3762,Success,6948.3,-0.939,0,0,1
3763,Obstacle Collision,6950.07,-1.257,0,1,0
3764,Obstacle Collision,6953.41,-1.378,0,1,0
3765,Success,6956.09,-0.072,0,0,1
3766,Obstacle Collision,6956.75,-1.267,0,1,0
3767,Success,6958.51,-1.772,0,0,1
3768,Success,6960.46,-0.094,0,0,1
3769,Obstacle Collision,6961.83,-1.283,0,1,0
3770,Success,6964.57,-0.089,0,0,1
3771,Success,6965.78,-0.033,0,0,1
3772,Success,6968.5,-0.083,0,0,1
3773,Success,6970.83,-0.083,0,0,1
3774,Obstacle Collision,6972.31,-1.089,0,1,0
3775,Obstacle Collision,6973.53,-1.283,0,1,0
3776,Obstacle Collision,6974.21,-1.267,0,1,0
3777,Success,6975.78,-0.083,0,0,1
3778,Success,6977.56,-0.061,0,0,1
3779,Success,6979.47,-0.139,0,0,1
3780,Success,6981.42,-0.072,0,0,1
3781,Success,6984.69,-1.0,0,0,1
3782,Success,6986.48,-0.056,0,0,1
3783,Success,6988.18,-0.056,0,0,1
3784,Obstacle Collision,6988.97,-1.272,0,1,0
3785,Obstacle Collision,6990.82,-1.339,0,1,0
3786,Obstacle Collision,6991.8,-1.278,0,1,0
3787,Success,6994.46,-0.094,0,0,1
3788,Success,6995.85,-0.044,0,0,1
3789,Success,6998.03,-0.078,0,0,1
3790,Success,7000.1,-0.056,0,0,1
3791,Success,7002.04,-0.061,0,0,1
3792,Success,7003.9,-0.061,0,0,1
3793,Success,7005.3,-0.061,0,0,1
3794,Obstacle Collision,7007.3,-1.306,0,1,0
3795,Success,7009.67,-1.789,0,0,1
3796,Success,7011.53,-0.061,0,0,1
3797,Obstacle Collision,7012.17,-2.122,0,1,0
3798,Obstacle Collision,7014.41,-1.179,0,1,0
3799,Obstacle Collision,7016.45,-1.3,0,1,0
3800,Success,7017.99,-0.05,0,0,1
3801,Success,7020.94,-6.078,0,0,1
3802,Success,7024.58,-6.094,0,0,1
3803,Agent Collision,7025.85,-5.125,1,0,0
3804,Success,7027.54,-0.067,0,0,1
3805,Success,7029.33,-0.067,0,0,1
3806,Obstacle Collision,7030.01,-1.272,0,1,0
3807,Obstacle Collision,7033.58,-3.189,0,1,0
3808,Success,7035.14,-0.056,0,0,1
3809,Obstacle Collision,7038.73,-1.478,0,1,0
3810,Success,7041.36,-0.072,0,0,1
3811,Success,7042.68,-0.05,0,0,1
3812,Obstacle Collision,7044.24,-1.019,0,1,0
3813,Success,7046.23,-0.089,0,0,1
3814,Obstacle Collision,7049.49,-1.141,0,1,0
3815,Success,7050.88,-0.044,0,0,1
3816,Obstacle Collision,7052.43,-1.289,0,1,0
3817,Obstacle Collision,7053.49,-1.222,0,1,0
3818,Obstacle Collision,7053.93,-2.972,0,1,0
3819,Obstacle Collision,7054.57,-1.267,0,1,0
3820,Obstacle Collision,7055.56,-1.278,0,1,0
3821,Success,7057.68,-0.078,0,0,1
3822,Success,7059.52,-0.05,0,0,1
3823,Success,7062.5,-0.95,0,0,1
3824,Success,7064.6,-0.072,0,0,1
3825,Success,7066.32,-0.05,0,0,1
3826,Success,7068.15,-0.078,0,0,1
3827,Success,7071.8,-0.194,0,0,1
3828,Success,7073.83,-1.794,0,0,1
3829,Success,7074.75,-0.028,0,0,1
3830,Success,7075.28,-0.017,0,0,1
3831,Obstacle Collision,7076.13,-1.278,0,1,0
3832,Obstacle Collision,7079.24,-1.472,0,1,0
3833,Success,7081.4,-0.072,0,0,1
3834,Success,7083.02,-0.05,0,0,1
3835,Success,7084.58,-0.067,0,0,1
3836,Obstacle Collision,7085.45,-2.983,0,1,0
3837,Success,7088.27,-0.1,0,0,1
3838,Success,7089.69,-0.056,0,0,1
3839,Obstacle Collision,7091.99,-2.178,0,1,0
3840,Obstacle Collision,7092.41,-1.261,0,1,0
3841,Obstacle Collision,7094.88,-1.372,0,1,0
3842,Success,7097.38,-0.078,0,0,1
3843,Success,7101.14,-2.689,0,0,1
3844,Obstacle Collision,7103.06,-1.339,0,1,0
3845,Success,7104.63,-0.056,0,0,1
3846,Success,7107.46,-0.1,0,0,1
3847,Success,7109.4,-0.056,0,0,1
3848,Obstacle Collision,7111.63,-0.935,0,1,0
3849,Success,7114.4,-0.122,0,0,1
3850,Obstacle Collision,7118.05,-1.411,0,1,0
3851,Success,7121.36,-0.15,0,0,1
3852,Success,7122.6,-0.05,0,0,1
3853,Success,7124.69,-0.072,0,0,1
3854,Success,7126.06,-0.039,0,0,1
3855,Success,7131.75,-4.444,0,0,1
3856,Obstacle Collision,7132.42,-1.267,0,1,0
3857,Success,7133.72,-0.039,0,0,1
3858,Success,7134.79,-0.044,0,0,1
3859,Success,7137.69,-0.094,0,0,1
3860,Obstacle Collision,7138.92,-1.283,0,1,0
3861,Success,7140.14,-1.75,0,0,1
3862,Obstacle Collision,7140.56,-1.261,0,1,0
3863,Obstacle Collision,7141.36,-1.26,0,1,0
3864,Success,7143.15,-0.061,0,0,1
3865,Success,7144.98,-0.05,0,0,1
3866,Success,7146.61,-0.056,0,0,1
3867,Success,7148.38,-0.056,0,0,1
3868,Agent Collision,7151.56,-6.1,1,0,0
3869,Obstacle Collision,7152.81,-0.786,0,1,0
3870,Obstacle Collision,7156.77,-2.717,0,1,0
3871,Obstacle Collision,7158.43,-0.917,0,1,0
3872,Success,7160.36,-0.061,0,0,1
3873,Success,7161.12,-0.039,0,0,1
3874,Obstacle Collision,7166.86,-1.611,0,1,0
3875,Obstacle Collision,7167.48,-1.225,0,1,0
3876,Obstacle Collision,7168.39,-1.272,0,1,0
3877,Obstacle Collision,7173.53,-3.567,0,1,0
3878,Obstacle Collision,7175.46,-1.139,0,1,0
3879,Obstacle Collision,7176.83,-1.322,0,1,0
3880,Obstacle Collision,7177.65,-1.2,0,1,0
3881,Success,7181.12,-0.1,0,0,1
3882,Success,7182.12,-0.033,0,0,1
3883,Obstacle Collision,7183.44,-1.249,0,1,0
3884,Obstacle Collision,7183.87,-1.261,0,1,0
3885,Obstacle Collision,7186.4,-1.322,0,1,0
3886,Success,7188.72,-0.1,0,0,1
3887,Obstacle Collision,7191.98,-3.061,0,1,0
3888,Success,7193.21,-0.033,0,0,1
3889,Success,7195.08,-0.061,0,0,1
3890,Success,7197.01,-0.078,0,0,1
3891,Success,7199.73,-0.106,0,0,1
3892,Success,7201.9,-0.083,0,0,1
3893,Success,7204.39,-0.078,0,0,1
3894,Success,7206.31,-0.056,0,0,1
3895,Success,7207.87,-0.067,0,0,1
3896,Agent Collision,7209.3,-1.75,1,0,0
3897,Obstacle Collision,7211.06,-1.253,0,1,0
3898,Success,7212.84,-0.056,0,0,1
3899,Success,7214.97,-0.083,0,0,1
3900,Obstacle Collision,7216.09,-1.081,0,1,0
3901,Success,7217.01,-0.033,0,0,1
3902,Obstacle Collision,7218.01,-1.278,0,1,0
3903,Success,7220.04,-0.056,0,0,1
3904,Obstacle Collision,7221.08,-1.153,0,1,0
3905,Obstacle Collision,7222.87,-1.02,0,1,0
3906,Success,7226.06,-2.667,0,0,1
3907,Success,7229.47,-0.122,0,0,1
3908,Obstacle Collision,7230.42,-1.202,0,1,0
3909,Success,7232.83,-0.072,0,0,1
3910,Success,7234.21,-0.039,0,0,1
3911,Obstacle Collision,7235.47,-1.283,0,1,0
3912,Success,7236.79,-0.044,0,0,1
3913,Success,7239.28,-0.089,0,0,1
3914,Success,7240.59,-0.05,0,0,1
3915,Success,7242.55,-0.089,0,0,1
3916,Success,7245.05,-0.078,0,0,1
3917,Obstacle Collision,7245.72,-1.267,0,1,0
3918,Success,7247.44,-0.083,0,0,1
3919,Obstacle Collision,7247.88,-1.261,0,1,0
3920,Obstacle Collision,7249.96,-0.875,0,1,0
3921,Obstacle Collision,7252.79,-1.494,0,1,0
3922,Obstacle Collision,7255.37,-2.228,0,1,0
3923,Obstacle Collision,7257.94,-1.4,0,1,0
3924,Obstacle Collision,7260.38,-1.735,0,1,0
3925,Obstacle Collision,7264.71,-1.5,0,1,0
3926,Obstacle Collision,7266.24,-0.971,0,1,0
3927,Success,7267.32,-0.033,0,0,1
3928,Success,7269.42,-0.072,0,0,1
3929,Success,7273.93,-0.333,0,0,1
3930,Obstacle Collision,7274.33,-1.261,0,1,0
3931,Obstacle Collision,7274.77,-1.261,0,1,0
3932,Success,7275.85,-0.033,0,0,1
3933,Obstacle Collision,7277.55,-1.383,0,1,0
3934,Obstacle Collision,7278.36,-1.271,0,1,0
3935,Success,7280.88,-0.083,0,0,1
3936,Obstacle Collision,7282.23,-1.289,0,1,0
3937,Success,7284.65,-0.1,0,0,1
3938,Success,7286.03,-0.044,0,0,1
3939,Success,7287.97,-0.072,0,0,1
3940,Success,7289.45,-0.911,0,0,1
3941,Success,7291.64,-0.922,0,0,1
3942,Success,7293.28,-0.067,0,0,1
3943,Success,7295.13,-0.061,0,0,1
3944,Success,7297.33,-0.078,0,0,1
3945,Success,7299.77,-1.839,0,0,1
3946,Obstacle Collision,7301.49,-1.083,0,1,0
3947,Success,7303.49,-0.111,0,0,1
3948,Success,7305.59,-0.061,0,0,1
3949,Success,7306.85,-0.044,0,0,1
3950,Success,7311.97,-2.839,0,0,1
3951,Success,7313.75,-0.089,0,0,1
3952,Success,7314.88,-0.039,0,0,1
3953,Success,7318.18,-0.094,0,0,1
3954,Obstacle Collision,7320.18,-1.059,0,1,0
3955,Success,7320.93,-0.028,0,0,1
3956,Success,7323.55,-0.078,0,0,1
3957,Obstacle Collision,7325.3,-1.032,0,1,0
3958,Obstacle Collision,7326.62,-1.003,0,1,0
3959,Obstacle Collision,7328.79,-0.939,0,1,0
3960,Success,7330.42,-0.917,0,0,1
3961,Success,7332.45,-0.061,0,0,1
3962,Obstacle Collision,7333.97,-1.09,0,1,0
3963,Success,7336.93,-2.717,0,0,1
3964,Success,7337.94,-0.039,0,0,1
3965,Obstacle Collision,7339.31,-1.198,0,1,0
3966,Success,7342.1,-0.078,0,0,1
3967,Success,7344.38,-0.067,0,0,1
3968,Obstacle Collision,7345.59,-1.158,0,1,0
3969,Success,7348.75,-0.117,0,0,1
3970,Obstacle Collision,7350.99,-1.223,0,1,0
3971,Success,7354.66,-3.539,0,0,1
3972,Success,7356.38,-0.078,0,0,1
3973,Success,7358.12,-0.094,0,0,1
3974,Success,7360.22,-0.917,0,0,1
3975,Success,7362.41,-0.067,0,0,1
3976,Obstacle Collision,7364.44,-1.222,0,1,0
3977,Obstacle Collision,7365.28,-1.231,0,1,0
3978,Success,7367.16,-0.056,0,0,1
3979,Obstacle Collision,7367.99,-1.195,0,1,0
3980,Success,7369.72,-0.044,0,0,1
3981,Success,7371.78,-0.117,0,0,1
3982,Success,7373.83,-0.056,0,0,1
3983,Success,7375.96,-0.056,0,0,1
3984,Success,7377.53,-0.05,0,0,1
3985,Obstacle Collision,7380.29,-1.142,0,1,0
3986,Obstacle Collision,7383.72,-2.194,0,1,0
3987,Success,7385.85,-0.067,0,0,1
3988,Obstacle Collision,7387.01,-1.283,0,1,0
3989,Success,7389.65,-1.783,0,0,1
3990,Success,7391.2,-0.072,0,0,1
3991,Obstacle Collision,7392.47,-1.215,0,1,0
3992,Success,7394.67,-0.067,0,0,1
3993,Obstacle Collision,7396.37,-1.162,0,1,0
3994,Success,7399.59,-2.667,0,0,1
3995,Obstacle Collision,7400.77,-1.08,0,1,0
3996,Obstacle Collision,7402.29,-1.226,0,1,0
3997,Success,7403.68,-0.044,0,0,1
3998,Obstacle Collision,7406.61,-1.356,0,1,0
3999,Obstacle Collision,7408.11,-1.294,0,1,0
4000,Success,7413.06,-0.378,0,0,1
4001,Success,7414.51,-0.05,0,0,1
4002,Success,7416.07,-0.05,0,0,1
4003,Obstacle Collision,7416.9,-1.195,0,1,0
4004,Success,7418.06,-0.039,0,0,1
4005,Success,7420.92,-0.933,0,0,1
4006,Obstacle Collision,7422.22,-1.294,0,1,0
4007,Success,7424.49,-1.794,0,0,1
4008,Success,7427.04,-0.083,0,0,1
4009,Obstacle Collision,7427.68,-1.267,0,1,0
4010,Success,7430.34,-0.128,0,0,1
4011,Success,7432.05,-0.072,0,0,1
4012,Obstacle Collision,7432.69,-1.267,0,1,0
4013,Success,7435.04,-0.094,0,0,1
4014,Obstacle Collision,7436.68,-1.236,0,1,0
4015,Success,7438.24,-0.078,0,0,1
4016,Obstacle Collision,7438.91,-1.267,0,1,0
4017,Obstacle Collision,7440.63,-1.157,0,1,0
4018,Obstacle Collision,7441.27,-1.267,0,1,0
4019,Obstacle Collision,7441.95,-1.267,0,1,0
4020,Success,7443.18,-0.039,0,0,1
4021,Success,7446.01,-0.106,0,0,1
4022,Success,7446.68,-0.022,0,0,1
4023,Success,7449.91,-0.139,0,0,1
4024,Success,7451.71,-0.078,0,0,1
4025,Success,7453.9,-0.083,0,0,1
4026,Success,7455.53,-0.061,0,0,1
4027,Success,7457.84,-0.067,0,0,1
4028,Success,7458.76,-0.033,0,0,1
4029,Success,7460.16,-0.056,0,0,1
4030,Success,7461.94,-1.778,0,0,1
4031,Success,7464.02,-0.133,0,0,1
4032,Obstacle Collision,7465.09,-1.194,0,1,0
4033,Success,7467.04,-0.078,0,0,1
4034,Success,7469.88,-0.939,0,0,1
4035,Obstacle Collision,7471.37,-1.75,0,1,0
4036,Obstacle Collision,7472.91,-1.278,0,1,0
4037,Obstacle Collision,7474.09,-0.976,0,1,0
4038,Success,7476.12,-0.917,0,0,1
4039,Success,7477.36,-0.056,0,0,1
4040,Obstacle Collision,7478.46,-1.278,0,1,0
4041,Obstacle Collision,7478.9,-1.722,0,1,0
4042,Success,7479.88,-0.033,0,0,1
4043,Success,7482.53,-0.078,0,0,1
4044,Success,7485.34,-0.083,0,0,1
4045,Success,7487.06,-0.072,0,0,1
4046,Obstacle Collision,7488.78,-1.188,0,1,0
4047,Success,7492.09,-0.128,0,0,1
4048,Obstacle Collision,7494.89,-1.361,0,1,0
4049,Agent Collision,7496.38,-5.172,1,0,0
4050,Success,7497.76,-0.044,0,0,1
4051,Success,7499.32,-0.061,0,0,1
4052,Success,7503.72,-3.528,0,0,1
4053,Success,7505.34,-0.056,0,0,1
4054,Obstacle Collision,7506.88,-1.3,0,1,0
4055,Obstacle Collision,7511.48,-1.606,0,1,0
4056,Success,7513.62,-0.094,0,0,1
4057,Success,7515.32,-0.911,0,0,1
4058,Success,7517.61,-0.078,0,0,1
4059,Obstacle Collision,7523.06,-9.217,0,1,0
4060,Success,7524.63,-0.056,0,0,1
4061,Success,7526.86,-0.933,0,0,1
4062,Obstacle Collision,7529.85,-1.367,0,1,0
4063,Success,7532.71,-0.106,0,0,1
4064,Success,7535.28,-1.794,0,0,1
4065,Obstacle Collision,7537.12,-1.3,0,1,0
4066,Success,7539.31,-0.078,0,0,1
4067,Success,7540.17,-0.028,0,0,1
4068,Obstacle Collision,7542.72,-1.328,0,1,0
4069,Success,7544.5,-0.056,0,0,1
4070,Success,7545.97,-0.072,0,0,1
4071,Obstacle Collision,7547.55,-7.233,0,1,0
4072,Obstacle Collision,7549.16,-1.235,0,1,0
4073,Obstacle Collision,7551.4,-1.012,0,1,0
4074,Success,7552.95,-0.056,0,0,1
4075,Agent Collision,7555.26,-2.622,1,0,0
4076,Success,7556.42,-0.039,0,0,1
4077,Obstacle Collision,7558.6,-0.743,0,1,0
4078,Agent Collision,7559.62,-4.306,1,0,0
4079,Success,7561.55,-0.05,0,0,1
4080,Obstacle Collision,7563.83,-1.283,0,1,0
4081,Success,7565.71,-0.067,0,0,1
4082,Success,7567.32,-0.056,0,0,1
4083,Obstacle Collision,7567.94,-1.267,0,1,0
4084,Success,7570.03,-0.067,0,0,1
4085,Obstacle Collision,7571.17,-1.3,0,1,0
4086,Obstacle Collision,7573.23,-3.022,0,1,0
4087,Success,7575.59,-0.083,0,0,1
4088,Success,7577.93,-0.061,0,0,1
4089,Success,7580.35,-0.078,0,0,1
4090,Success,7582.81,-0.089,0,0,1
4091,Obstacle Collision,7584.0,-1.289,0,1,0
4092,Success,7586.98,-0.094,0,0,1
4093,Success,7588.46,-0.061,0,0,1
4094,Success,7590.41,-0.067,0,0,1
4095,Success,7593.44,-0.144,0,0,1
4096,Success,7595.82,-0.067,0,0,1
4097,Success,7597.68,-0.067,0,0,1
4098,Success,7598.58,-0.028,0,0,1
4099,Success,7599.81,-0.044,0,0,1
4100,Obstacle Collision,7603.2,-1.544,0,1,0
4101,Obstacle Collision,7603.63,-1.261,0,1,0
4102,Success,7604.38,-0.028,0,0,1
4103,Obstacle Collision,7605.74,-1.283,0,1,0
4104,Obstacle Collision,7606.68,-2.0,0,1,0
4105,Success,7607.91,-0.894,0,0,1
4106,Success,7609.04,-0.039,0,0,1
4107,Success,7611.85,-0.094,0,0,1
4108,Success,7613.71,-0.061,0,0,1
4109,Obstacle Collision,7615.84,-1.306,0,1,0
4110,Obstacle Collision,7619.93,-1.583,0,1,0
4111,Obstacle Collision,7621.26,-1.289,0,1,0
4112,Success,7624.33,-3.517,0,0,1
4113,Obstacle Collision,7624.97,-1.267,0,1,0
4114,Success,7626.61,-0.056,0,0,1
4115,Obstacle Collision,7627.44,-1.19,0,1,0
4116,Obstacle Collision,7629.64,-3.033,0,1,0
4117,Success,7631.62,-0.056,0,0,1
4118,Success,7633.87,-0.089,0,0,1
4119,Obstacle Collision,7635.33,-0.967,0,1,0
4120,Obstacle Collision,7638.46,-1.4,0,1,0
4121,Success,7640.36,-0.1,0,0,1
4122,Obstacle Collision,7642.28,-0.906,0,1,0
4123,Obstacle Collision,7644.46,-1.322,0,1,0
4124,Success,7647.24,-0.094,0,0,1
4125,Obstacle Collision,7649.93,-1.339,0,1,0
4126,Success,7652.87,-0.094,0,0,1
4127,Success,7655.07,-0.078,0,0,1
4128,Obstacle Collision,7656.67,-1.014,0,1,0
4129,Success,7658.14,-0.05,0,0,1
4130,Obstacle Collision,7659.78,-1.322,0,1,0
4131,Obstacle Collision,7661.98,-1.311,0,1,0
4132,Obstacle Collision,7664.08,-1.204,0,1,0
4133,Obstacle Collision,7665.81,-1.113,0,1,0
4134,Success,7668.99,-0.178,0,0,1
4135,Obstacle Collision,7670.0,-1.039,0,1,0
4136,Success,7672.43,-0.089,0,0,1
4137,Success,7673.11,-0.022,0,0,1
4138,Success,7676.67,-0.133,0,0,1
4139,Success,7678.76,-0.072,0,0,1
4140,Obstacle Collision,7680.19,-1.317,0,1,0
4141,Success,7682.23,-0.056,0,0,1
4142,Success,7684.02,-0.056,0,0,1
4143,Obstacle Collision,7686.45,-1.322,0,1,0
4144,Obstacle Collision,7687.93,-2.97,0,1,0
4145,Obstacle Collision,7689.86,-1.3,0,1,0
4146,Success,7692.19,-0.078,0,0,1
4147,Success,7695.47,-0.106,0,0,1
4148,Success,7698.12,-0.089,0,0,1
4149,Success,7699.75,-0.061,0,0,1
4150,Obstacle Collision,7700.99,-1.744,0,1,0
4151,Obstacle Collision,7701.85,-1.189,0,1,0
4152,Obstacle Collision,7702.29,-1.261,0,1,0
4153,Obstacle Collision,7702.9,-1.267,0,1,0
4154,Obstacle Collision,7703.46,-1.267,0,1,0
4155,Obstacle Collision,7704.61,-1.278,0,1,0
4156,Success,7707.06,-0.128,0,0,1
4157,Success,7710.45,-0.1,0,0,1
4158,Success,7713.45,-0.944,0,0,1
4159,Success,7715.33,-0.067,0,0,1
4160,Success,7717.85,-0.089,0,0,1
4161,Obstacle Collision,7719.69,-1.294,0,1,0
4162,Success,7720.76,-0.044,0,0,1
4163,Success,7723.36,-0.144,0,0,1
4164,Obstacle Collision,7725.88,-3.033,0,1,0
4165,Success,7728.46,-0.089,0,0,1
4166,Obstacle Collision,7729.55,-2.061,0,1,0
4167,Obstacle Collision,7730.24,-1.147,0,1,0
4168,Success,7732.44,-0.067,0,0,1
4169,Obstacle Collision,7735.24,-1.417,0,1,0
4170,Success,7736.31,-0.033,0,0,1
4171,Obstacle Collision,7738.2,-1.333,0,1,0
4172,Success,7740.05,-0.078,0,0,1
4173,Obstacle Collision,7740.85,-1.294,0,1,0
4174,Success,7742.71,-0.078,0,0,1
4175,Success,7745.11,-0.083,0,0,1
4176,Success,7746.4,-0.044,0,0,1
4177,Success,7748.88,-0.089,0,0,1
4178,Obstacle Collision,7750.03,-1.283,0,1,0
4179,Success,7752.38,-0.928,0,0,1
4180,Agent Collision,7754.43,-4.35,1,0,0
4181,Obstacle Collision,7756.16,-1.333,0,1,0
4182,Obstacle Collision,7759.17,-1.389,0,1,0
4183,Obstacle Collision,7759.8,-1.267,0,1,0
4184,Obstacle Collision,7760.48,-1.267,0,1,0
4185,Obstacle Collision,7763.2,-1.339,0,1,0
4186,Success,7766.0,-0.117,0,0,1
4187,Success,7768.11,-0.067,0,0,1
4188,Success,7769.43,-0.061,0,0,1
4189,Success,7770.79,-0.9,0,0,1
4190,Success,7773.07,-0.078,0,0,1
4191,Success,7775.27,-0.089,0,0,1
4192,Obstacle Collision,7775.71,-1.261,0,1,0
4193,Success,7777.27,-0.078,0,0,1
4194,Success,7780.0,-2.65,0,0,1
4195,Success,7783.16,-4.322,0,0,1
4196,Agent Collision,7785.4,-3.506,1,0,0
4197,Obstacle Collision,7786.46,-1.278,0,1,0
4198,Success,7788.14,-0.044,0,0,1
4199,Obstacle Collision,7789.22,-1.123,0,1,0
4200,Success,7792.75,-0.967,0,0,1
4201,Obstacle Collision,7794.45,-1.271,0,1,0
4202,Success,7799.65,-3.6,0,0,1
4203,Success,7801.23,-0.061,0,0,1
4204,Success,7802.47,-0.044,0,0,1
4205,Success,7804.4,-0.061,0,0,1
4206,Success,7807.07,-0.078,0,0,1
4207,Success,7808.57,-0.072,0,0,1
4208,Obstacle Collision,7810.69,-0.872,0,1,0
4209,Success,7812.62,-0.078,0,0,1
4210,Success,7814.42,-0.078,0,0,1
4211,Obstacle Collision,7816.15,-1.015,0,1,0
4212,Obstacle Collision,7817.68,-1.133,0,1,0
4213,Success,7820.65,-1.828,0,0,1
4214,Success,7823.57,-0.094,0,0,1
4215,Obstacle Collision,7825.56,-1.212,0,1,0
4216,Success,7827.19,-0.083,0,0,1
4217,Agent Collision,7832.14,-12.989,1,0,0
4218,Success,7833.82,-0.05,0,0,1
4219,Agent Collision,7837.72,-5.244,1,0,0
4220,Success,7839.88,-0.061,0,0,1
4221,Success,7842.29,-0.083,0,0,1
4222,Obstacle Collision,7845.66,-9.05,0,1,0
4223,Success,7847.99,-0.061,0,0,1
4224,Success,7849.86,-0.072,0,0,1
4225,Success,7851.9,-1.772,0,0,1
4226,Success,7854.47,-0.089,0,0,1
4227,Obstacle Collision,7855.34,-1.272,0,1,0
